car_name,manufacture,ownership,transmission,fuel_type,engine,kms_driven,Seats,car_prices
Kia,2019,1st Ownership,Automatic,Unleaded,6 cyl,58384, 8 Seats,33990
Nissan,2013,1st Ownership,Automatic,Petrol,-,177969,,9980
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,51851, 5 Seats,25780
Holden,2013,1st Ownership,Automatic,Diesel,4 cyl,101470, 5 Seats,13488
Mazda,2013,1st Ownership,Automatic,Diesel,4 cyl,159724, 5 Seats,19350
Toyota,2019,1st Ownership,Automatic,Diesel,4 cyl,134960, 5 Seats,47980
GWM,2023,1st Ownership,Automatic,Unleaded,4 cyl,1, 5 Seats,41485
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,47041, 7 Seats,33990
Mitsubishi,2021,1st Ownership,Automatic,Unleaded,4 cyl,70788, 5 Seats,25998
Holden,2006,1st Ownership,Automatic,Unleaded,6 cyl,310704, 5 Seats,6990
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,38763, 5 Seats,28588
Ford,2011,1st Ownership,Automatic,Unleaded,-,216000,,12250
Suzuki,2016,1st Ownership,Automatic,Unleaded,4 cyl,54344, 5 Seats,19998
Audi,2018,1st Ownership,Automatic,Premium,4 cyl,61811, 5 Seats,35996
Toyota,2023,1st Ownership,Manual,Diesel,8 cyl,4000, 2 Seats,126988
Toyota,2020,1st Ownership,Automatic,Diesel,4 cyl,51476, 5 Seats,69990
Toyota,2010,1st Ownership,-,Petrol,-,26103,,28888
Ford,2019,1st Ownership,Automatic,Diesel,4 cyl,61131, 7 Seats,56997
Holden,2018,1st Ownership,Automatic,Diesel,-,177101,,16990
Holden,2006,1st Ownership,Automatic,Unleaded,6 cyl,178950, 5 Seats,10990
Kia,2020,1st Ownership,Automatic,Unleaded,4 cyl,59383, 5 Seats,23980
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,36624, 5 Seats,28988
Mazda,2021,1st Ownership,Automatic,Unleaded,4 cyl,28997, 5 Seats,35989
Holden,2008,1st Ownership,Automatic,Unleaded,6 cyl,213297, 5 Seats,12990
Ford,2022,1st Ownership,Automatic,Premium,3 cyl,9048, 5 Seats,34444
Volkswagen,2015,1st Ownership,Automatic,Premium,4 cyl,85269, 5 Seats,18888
Kia,2022,1st Ownership,Automatic,Unleaded,6 cyl,3202, 8 Seats,52999
Holden,2013,1st Ownership,Automatic,Premium,8 cyl,84333, 5 Seats,34999
Toyota,2023,1st Ownership,Automatic,Unleaded,4 cyl,112, 7 Seats,76888
BMW,2007,1st Ownership,Automatic,Premium,6 cyl,241871, 4 Seats,13990
Ssangyong,2023,1st Ownership,Automatic,Unleaded,4 cyl,23, 5 Seats,33585
Toyota,2008,1st Ownership,-,Petrol,-,87502,,42888
Audi,2016,1st Ownership,Automatic,Premium,5 cyl,74700, 5 Seats,54990
Mazda,2015,1st Ownership,Automatic,Unleaded,4 cyl,84583, 5 Seats,25350
Mitsubishi,2018,1st Ownership,Automatic,Unleaded,4 cyl,120449, 7 Seats,24998
Mazda,2021,1st Ownership,Automatic,Unleaded,4 cyl,20590, 5 Seats,36888
Hyundai,2006,1st Ownership,Automatic,Unleaded,4 cyl,237598, 5 Seats,5985
Nissan,2021,1st Ownership,Automatic,Unleaded,4 cyl,70205, 5 Seats,27990
Mazda,2019,1st Ownership,Automatic,Unleaded,-,30581,,25990
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,87601, 5 Seats,24369
Mercedes-Benz,2013,1st Ownership,Automatic,Diesel,4 cyl,131948, 5 Seats,19990
BMW,2015,1st Ownership,Automatic,Premium,4 cyl,93671, 5 Seats,32980
Volkswagen,2020,1st Ownership,Automatic,Premium,4 cyl,32360, 5 Seats,24999
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,54177, 5 Seats,24999
BMW,2015,1st Ownership,Automatic,Electric,0 L,88987, 5 Seats,28888
Isuzu,2017,1st Ownership,Automatic,Diesel,4 cyl,46300, 7 Seats,40990
Nissan,2005,1st Ownership,Manual,Diesel,6 cyl,259809, 3 Seats,29990
Mitsubishi,2018,1st Ownership,Automatic,Diesel,4 cyl,94281, 5 Seats,32998
Holden,2016,1st Ownership,Automatic,Unleaded,6 cyl,162125, 5 Seats,15985
BMW,2013,1st Ownership,Automatic,Diesel,6 cyl,128319, 5 Seats,31989
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,31560, 5 Seats,26990
Holden,2011,1st Ownership,Automatic,Premium,8 cyl,170414, 5 Seats,23990
Mazda,2016,1st Ownership,Automatic,Diesel,-,215147,,28965
Toyota,2022,1st Ownership,Automatic,Diesel,4 cyl,4429, 5 Seats,80988
Kia,2019,1st Ownership,Automatic,Unleaded,6 cyl,48624, 8 Seats,35988
Audi,2012,1st Ownership,Automatic,Premium,4 cyl,133986, 4 Seats,22999
Mercedes-Benz,2019,1st Ownership,Automatic,Diesel,6 cyl,129368, 5 Seats,48990
Nissan,2018,1st Ownership,Automatic,Unleaded,4 cyl,122094, 5 Seats,24288
Kia,2019,1st Ownership,Automatic,Unleaded,6 cyl,51815, 8 Seats,35300
Toyota,2008,1st Ownership,Automatic,Unleaded,8 cyl,302145, 8 Seats,39990
Kia,2019,1st Ownership,Automatic,Unleaded,6 cyl,56891, 8 Seats,33990
Subaru,2019,1st Ownership,Automatic,Unleaded,4 cyl,151300, 5 Seats,24888
Mitsubishi,2006,1st Ownership,Automatic,Unleaded,6 cyl,149953, 7 Seats,15990
Subaru,2021,1st Ownership,Automatic,Unleaded,4 cyl,60100, 5 Seats,34980
Mazda,2018,1st Ownership,Automatic,Unleaded,4 cyl,121199, 5 Seats,19490
Hyundai,2020,1st Ownership,Manual,Petrol,-,26314,,41980
Audi,2018,1st Ownership,Automatic,Premium,4 cyl,18182, 5 Seats,41999
Holden,2000,1st Ownership,Automatic,Unleaded,8 cyl,240566, 5 Seats,19990
Holden,2011,1st Ownership,Manual,Diesel,-,331484,,13999
Hyundai,2015,1st Ownership,Automatic,Unleaded,6 cyl,133287, 5 Seats,26757
Tesla,2023,1st Ownership,Automatic,Electric,0 L,160, 5 Seats,106888
GWM,2023,1st Ownership,Automatic,Premium,4 cyl,1, 5 Seats,33990
Land,2018,1st Ownership,Automatic,Diesel,-,96000,,52990
Hyundai,2021,1st Ownership,Automatic,Unleaded,4 cyl,21173, 5 Seats,27999
Geely,2012,1st Ownership,Manual,Unleaded,-,19063,,6450
Kia,2020,1st Ownership,Automatic,Unleaded,6 cyl,50151, 8 Seats,35990
GWM,2023,1st Ownership,Automatic,Premium,4 cyl,1, 5 Seats,34485
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,57820, 5 Seats,22999
Land,2016,1st Ownership,Automatic,Diesel,6 cyl,114282, 5 Seats,62990
Peugeot,2019,1st Ownership,Automatic,Premium,4 cyl,56163, 5 Seats,31988
Kia,2020,1st Ownership,Automatic,Unleaded,4 cyl,61515, 5 Seats,23977
Nissan,2006,1st Ownership,Automatic,Unleaded,4 cyl,203316, 5 Seats,6990
Subaru,2020,1st Ownership,Automatic,Unleaded,4 cyl,56487, 5 Seats,33999
Toyota,2003,1st Ownership,Automatic,Petrol,-,396827,,19990
Hyundai,2009,1st Ownership,Automatic,Unleaded,4 cyl,96670, 5 Seats,9985
Mitsubishi,2013,1st Ownership,Automatic,Diesel,4 cyl,355475, 7 Seats,13985
LDV,2021,1st Ownership,Automatic,Diesel,4 cyl,51988, 7 Seats,33950
Nissan,2011,1st Ownership,Manual,Diesel,4 cyl,155782, 5 Seats,12985
Toyota,2021,1st Ownership,Automatic,Unleaded,4 cyl,34458, 5 Seats,29388
Ford,2012,1st Ownership,Manual,Diesel,4 cyl,172612, 5 Seats,18990
MG,2022,1st Ownership,Automatic,Unleaded,4 cyl,29197, 5 Seats,26999
Land,2018,1st Ownership,Automatic,Diesel,6 cyl,100708, 5 Seats,84990
Holden,2004,1st Ownership,Manual,Petrol,-,332466,,7980
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,61211, 5 Seats,30490
Holden,2011,1st Ownership,Automatic,Premium,8 cyl,143935, 5 Seats,34998
Isuzu,2017,1st Ownership,Automatic,Diesel,4 cyl,46480, 7 Seats,51984
Nissan,2000,1st Ownership,Manual,Diesel,4 cyl,370553, 7 Seats,15990
Subaru,2020,1st Ownership,Automatic,Unleaded,4 cyl,57341, 5 Seats,34990
HSV,2015,1st Ownership,Automatic,Premium,8 cyl,45699, 5 Seats,77888
Mercedes-Benz,2012,1st Ownership,Automatic,Premium,-,116618,,63990
Toyota,2023,1st Ownership,Automatic,Hybrid,4 cyl,34, 5 Seats,67999
Volkswagen,2019,1st Ownership,Automatic,Premium,4 cyl,75662, 5 Seats,36990
Toyota,2011,1st Ownership,Manual,Diesel,4 cyl,184178, 5 Seats,19985
Volkswagen,2018,1st Ownership,Automatic,Premium,4 cyl,41336, 5 Seats,47990
Mitsubishi,2019,1st Ownership,Automatic,Diesel,4 cyl,68300, 7 Seats,44999
Mitsubishi,2016,1st Ownership,Automatic,Diesel,4 cyl,135983, 7 Seats,37984
Mitsubishi,2016,1st Ownership,Automatic,Diesel,4 cyl,103026, 7 Seats,41990
Toyota,2017,1st Ownership,Automatic,Diesel,4 cyl,131039, 5 Seats,57875
Mercedes-Benz,2018,1st Ownership,Automatic,Premium,4 cyl,69743, 5 Seats,67990
Nissan,2013,1st Ownership,Automatic,Petrol,-,210418,,26980
Land,2016,1st Ownership,Automatic,Diesel,4 cyl,41250, 5 Seats,40777
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,4 cyl,82410, 5 Seats,49481
Land,2019,1st Ownership,Automatic,Diesel,4 cyl,74472, 5 Seats,49900
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,75518, 5 Seats,22977
Subaru,2014,1st Ownership,Manual,Premium,4 cyl,74822, 5 Seats,48999
Ford,2023,1st Ownership,Automatic,Premium,6 cyl,55, 5 Seats,111878
Land,2015,1st Ownership,Automatic,Premium,4 cyl,113280, 5 Seats,31998
Subaru,2020,1st Ownership,Automatic,Hybrid,4 cyl,46198, 5 Seats,35980
Volkswagen,2018,1st Ownership,Automatic,Premium,4 cyl,43765, 5 Seats,31888
Mitsubishi,2020,1st Ownership,Automatic,Diesel,4 cyl,22409, 7 Seats,53999
Toyota,2016,1st Ownership,Automatic,Diesel,4 cyl,181100, 5 Seats,39990
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,58379, 5 Seats,27688
BMW,2022,1st Ownership,Automatic,Premium,4 cyl,2996, 5 Seats,76898
Isuzu,2021,1st Ownership,Automatic,Diesel,4 cyl,3212, 2 Seats,38888
Honda,2020,1st Ownership,Automatic,Unleaded,4 cyl,33500, 7 Seats,36999
Holden,2017,1st Ownership,Automatic,Diesel,4 cyl,101956, 7 Seats,31981
Mitsubishi,2022,1st Ownership,Automatic,Diesel,4 cyl,25384, 5 Seats,49998
Lexus,2020,1st Ownership,Automatic,Premium,6 cyl,29222, 5 Seats,65778
Isuzu,2019,1st Ownership,Automatic,Diesel,4 cyl,108014, 7 Seats,51988
Volkswagen,2019,1st Ownership,Automatic,Premium,4 cyl,35390, 5 Seats,39990
Toyota,2022,1st Ownership,Manual,Premium,4 cyl,502, 4 Seats,48850
Ford,2015,1st Ownership,Automatic,Diesel,4 cyl,257092, 5 Seats,26990
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,49154, 5 Seats,26999
Volkswagen,2018,1st Ownership,Automatic,Premium,4 cyl,41523, 5 Seats,40982
Hyundai,2022,1st Ownership,Automatic,Unleaded,4 cyl,1269, 5 Seats,37555
Toyota,2021,1st Ownership,Automatic,Diesel,8 cyl,50882, 7 Seats,124789
MG,2020,1st Ownership,Automatic,Unleaded,3 cyl,30270, 5 Seats,28888
Toyota,2022,1st Ownership,Manual,Diesel,8 cyl,31762, 5 Seats,92999
Volvo,2022,1st Ownership,Automatic,Hybrid,4 cyl,17359, 5 Seats,69900
Jeep,2017,1st Ownership,Automatic,Unleaded,6 cyl,100254, 5 Seats,40990
Hyundai,2018,1st Ownership,Automatic,Diesel,4 cyl,88225, 7 Seats,38989
Audi,2020,1st Ownership,Automatic,Premium,4 cyl,15126, 5 Seats,53988
Toyota,2015,1st Ownership,Automatic,Diesel,4 cyl,140773, 5 Seats,44490
Isuzu,2016,1st Ownership,Automatic,Diesel,4 cyl,86104, 5 Seats,45994
HSV,2012,1st Ownership,Automatic,Premium,8 cyl,174035, 5 Seats,49969
Toyota,2019,1st Ownership,Automatic,Hybrid,4 cyl,62356, 5 Seats,36990
Isuzu,2013,1st Ownership,Automatic,Diesel,-,97984,,35871
Kia,2023,1st Ownership,Automatic,Electric,0 L,-, 5 Seats,115043
Toyota,2009,1st Ownership,Manual,Diesel,8 cyl,258104, 5 Seats,41990
Mercedes-Benz,2016,1st Ownership,Automatic,Premium,6 cyl,76499, 5 Seats,73990
Renault,2017,1st Ownership,Automatic,Premium,4 cyl,34005, 5 Seats,21990
Mitsubishi,2022,1st Ownership,Automatic,Diesel,4 cyl,17539, 5 Seats,52998
Volkswagen,2018,1st Ownership,Automatic,Diesel,6 cyl,101932, 5 Seats,47990
Mitsubishi,2020,1st Ownership,Manual,Diesel,4 cyl,19931, 5 Seats,46994
Mazda,2018,1st Ownership,Automatic,Unleaded,4 cyl,51246, 5 Seats,34999
Isuzu,2022,1st Ownership,Automatic,Diesel,4 cyl,13810, 5 Seats,69578
Toyota,2023,1st Ownership,Automatic,Diesel,6 cyl,750, 5 Seats,162888
Ford,2017,1st Ownership,Automatic,Diesel,5 cyl,79000, 5 Seats,53990
Subaru,2013,1st Ownership,Manual,Premium,4 cyl,120130, 5 Seats,27990
Toyota,2017,1st Ownership,Manual,Diesel,8 cyl,135334, 5 Seats,73480
Nissan,2022,1st Ownership,Automatic,Diesel,4 cyl,18955, 5 Seats,53888
Toyota,2019,1st Ownership,Automatic,Diesel,-,80100,,51778
Toyota,2009,1st Ownership,Automatic,Unleaded,4 cyl,195535, 5 Seats,9450
Ford,2018,1st Ownership,Automatic,Diesel,4 cyl,91632, 5 Seats,29369
Kia,2019,1st Ownership,Automatic,Unleaded,4 cyl,60692, 5 Seats,22999
Suzuki,2019,1st Ownership,Automatic,Unleaded,4 cyl,61578, 4 Seats,35990
Ford,2019,1st Ownership,Automatic,Diesel,5 cyl,185119, 5 Seats,38988
Ford,2019,1st Ownership,Automatic,Diesel,5 cyl,171500, 5 Seats,43888
Ford,2019,1st Ownership,Automatic,Diesel,5 cyl,72367, 5 Seats,55385
Hyundai,2019,1st Ownership,Automatic,Unleaded,4 cyl,57706, 5 Seats,22999
Toyota,2020,1st Ownership,Manual,Diesel,4 cyl,69610, 5 Seats,43988
Toyota,2020,1st Ownership,Automatic,Hybrid,4 cyl,38573, 5 Seats,57988
Isuzu,2023,1st Ownership,Automatic,Diesel,4 cyl,5, 5 Seats,52389
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,57360, 5 Seats,23999
Isuzu,2023,1st Ownership,Automatic,Diesel,4 cyl,10, 7 Seats,74950
Honda,2008,1st Ownership,Automatic,Unleaded,4 cyl,150900, 7 Seats,9990
Toyota,2016,1st Ownership,Manual,Diesel,8 cyl,129438, 2 Seats,79977
MG,2021,1st Ownership,Automatic,Electric,0 L,14685, 5 Seats,36999
Isuzu,2017,1st Ownership,Automatic,Diesel,4 cyl,98716, 7 Seats,44951
Toyota,2018,1st Ownership,Automatic,Diesel,4 cyl,83126, 5 Seats,55989
Mitsubishi,2020,1st Ownership,Automatic,Diesel,4 cyl,38478, 7 Seats,63989
Renault,2019,1st Ownership,Automatic,Unleaded,4 cyl,62490, 5 Seats,27990
Land,2014,1st Ownership,Automatic,Diesel,-,107560,,69990
Toyota,2023,1st Ownership,Manual,Diesel,8 cyl,50, 5 Seats,116988
Toyota,2016,1st Ownership,Automatic,Diesel,8 cyl,111183, 7 Seats,96926
Mercedes-Benz,2016,1st Ownership,Automatic,Diesel,4 cyl,106379, 2 Seats,24990
Toyota,2020,1st Ownership,Automatic,Diesel,8 cyl,48132, 7 Seats,131988
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,56322, 5 Seats,26977
Toyota,2019,1st Ownership,Manual,Diesel,8 cyl,99062, 5 Seats,93988
Ford,2018,1st Ownership,Automatic,Diesel,4 cyl,122125, 5 Seats,44888
Toyota,2016,1st Ownership,Automatic,Diesel,4 cyl,157966, 5 Seats,43988
Land,2017,1st Ownership,Automatic,Premium,8 cyl,47455, 5 Seats,152990
Mazda,2008,1st Ownership,Automatic,Unleaded,-,207251,,10999
Nissan,2021,1st Ownership,Automatic,Premium,8 cyl,21604, 8 Seats,92995
Renault,2020,1st Ownership,Automatic,Unleaded,4 cyl,65851, 5 Seats,29980
Land,2021,1st Ownership,Automatic,Diesel,6 cyl,35000, 7 Seats,119990
MG,2021,1st Ownership,Automatic,Electric,0 L,9957, 5 Seats,36999
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,54045, 5 Seats,26999
Volkswagen,2021,1st Ownership,Automatic,Premium,4 cyl,19736, 5 Seats,45999
Ford,2008,1st Ownership,Automatic,Unleaded,6 cyl,217949, 5 Seats,6985
Lexus,2019,1st Ownership,Automatic,Hybrid,6 cyl,44686, 5 Seats,79990
Nissan,2020,1st Ownership,Automatic,Electric,0 L,13662, 5 Seats,38965
Volvo,2022,1st Ownership,Automatic,Premium,4 cyl,8273, 5 Seats,79990
MG,2022,1st Ownership,Automatic,Unleaded,4 cyl,28255, 5 Seats,26977
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,37981, 5 Seats,26990
Ford,2021,1st Ownership,Automatic,Diesel,5 cyl,86782, 5 Seats,57887
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,9630, 5 Seats,27977
Toyota,2021,1st Ownership,Automatic,Diesel,6 cyl,21799, 7 Seats,126990
Renault,2019,1st Ownership,Automatic,Premium,4 cyl,59002, 5 Seats,27990
Toyota,2022,1st Ownership,Automatic,Diesel,6 cyl,12213, 7 Seats,155990
Mercedes-Benz,2019,1st Ownership,Automatic,Premium,6 cyl,7033, 4 Seats,93969
Toyota,2023,1st Ownership,Automatic,Diesel,4 cyl,19, 7 Seats,79990
Toyota,2019,1st Ownership,Automatic,Diesel,4 cyl,133902, 5 Seats,47980
Toyota,2022,1st Ownership,Manual,Diesel,8 cyl,12500, 5 Seats,115977
Hyundai,2007,1st Ownership,Automatic,Unleaded,4 cyl,246512, 5 Seats,5000
Mazda,2008,1st Ownership,Automatic,Petrol,-,168544,,13989
Hyundai,2015,1st Ownership,Manual,Unleaded,-,39520,,14999
Mitsubishi,2016,1st Ownership,Automatic,Unleaded,4 cyl,133876, 5 Seats,16977
Holden,2018,1st Ownership,Automatic,Unleaded,-,38149,,95984
Toyota,2006,1st Ownership,Automatic,Unleaded,4 cyl,189311, 8 Seats,14990
Chrysler,2010,1st Ownership,Automatic,Premium,8 cyl,32409, 5 Seats,29999
Holden,2009,1st Ownership,Manual,Unleaded,6 cyl,159420, 5 Seats,14990
Jeep,2014,1st Ownership,Automatic,Premium,4 cyl,175284, 5 Seats,13990
Toyota,2015,1st Ownership,Automatic,Unleaded,4 cyl,38647, 5 Seats,23990
Suzuki,2023,1st Ownership,Manual,Unleaded,4 cyl,50, 4 Seats,39999
GWM,2022,0st Ownership,-,Hybrid,4 cyl,6490, 5 Seats,40990
Hyundai,2014,1st Ownership,Automatic,Unleaded,4 cyl,57388, 5 Seats,17990
Toyota,2017,1st Ownership,Automatic,Unleaded,4 cyl,117295, 5 Seats,23888
Nissan,2012,1st Ownership,Automatic,Unleaded,4 cyl,96111, 5 Seats,17985
Mazda,2023,1st Ownership,Automatic,Diesel,4 cyl,1030, 5 Seats,71988
Toyota,2010,1st Ownership,Manual,Diesel,4 cyl,326893, 3 Seats,19985
Mercedes-Benz,2013,1st Ownership,Automatic,Premium,4 cyl,188584, 5 Seats,16990
Nissan,2019,1st Ownership,Automatic,Unleaded,4 cyl,71517, 5 Seats,25942
Suzuki,2022,1st Ownership,Automatic,Unleaded,4 cyl,-, 5 Seats,27585
Ford,2009,1st Ownership,Automatic,Unleaded,6 cyl,127511, 5 Seats,12990
Mitsubishi,2021,1st Ownership,Automatic,Unleaded,4 cyl,85836, 5 Seats,22888
Subaru,2013,1st Ownership,Automatic,Premium,4 cyl,174579, 5 Seats,12990
Kia,2019,1st Ownership,Automatic,Unleaded,4 cyl,60590, 5 Seats,22999
Toyota,2022,1st Ownership,Manual,Diesel,8 cyl,37843, 5 Seats,98888
Holden,2009,1st Ownership,Automatic,Petrol,-,211196,,22990
Subaru,2020,1st Ownership,Automatic,Unleaded,4 cyl,47453, 5 Seats,33999
Volkswagen,2019,1st Ownership,Automatic,Premium,4 cyl,19960, 5 Seats,35999
Toyota,2023,1st Ownership,Automatic,Diesel,4 cyl,10, 5 Seats,81988
Mitsubishi,2019,1st Ownership,Automatic,Unleaded,4 cyl,64001, 5 Seats,28970
Ford,2018,1st Ownership,Automatic,Diesel,4 cyl,239542, 5 Seats,21750
Toyota,2022,1st Ownership,Manual,Diesel,8 cyl,40412, 2 Seats,109992
Hyundai,2013,1st Ownership,Automatic,Petrol,-,188221,,13900
Toyota,2017,1st Ownership,Manual,Diesel,8 cyl,102468, 3 Seats,83988
Toyota,2010,1st Ownership,Automatic,Petrol,-,284284,,29990
Toyota,2022,1st Ownership,Manual,Diesel,8 cyl,10262, 2 Seats,116984
Hyundai,2012,1st Ownership,Automatic,Unleaded,-,110695,,11999
Land,2007,1st Ownership,Automatic,Unleaded,-,259083,,19990
Hyundai,2010,1st Ownership,-,Petrol,-,194854,,6990
Ford,2016,1st Ownership,Automatic,Diesel,5 cyl,212109, 5 Seats,30990
Holden,2011,1st Ownership,Automatic,Unleaded,6 cyl,210222, 5 Seats,8985
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,4766, 5 Seats,26999
Toyota,1998,1st Ownership,Automatic,Unleaded,6 cyl,416885, 8 Seats,9990
Hyundai,2014,1st Ownership,Automatic,Diesel,4 cyl,183096, 7 Seats,16999
Subaru,2007,1st Ownership,Manual,Unleaded,4 cyl,151949, 5 Seats,10990
Great,2011,1st Ownership,Manual,Unleaded,4 cyl,108881, 5 Seats,7990
Toyota,2018,1st Ownership,Automatic,Diesel,4 cyl,40750, 5 Seats,33999
Lexus,2003,1st Ownership,Automatic,Unleaded,-,260499,,7990
Mitsubishi,2017,1st Ownership,Automatic,Unleaded,4 cyl,30709, 7 Seats,25992
Mercedes-Benz,2013,1st Ownership,Automatic,Premium,4 cyl,115829, 5 Seats,19888
Toyota,2008,1st Ownership,Automatic,Unleaded,6 cyl,245801, 5 Seats,8990
MG,2021,1st Ownership,Automatic,Unleaded,4 cyl,34130, 5 Seats,28588
Ford,2011,1st Ownership,Automatic,Diesel,6 cyl,171495, 5 Seats,10990
Toyota,2021,1st Ownership,Automatic,Hybrid,4 cyl,67694, 5 Seats,40998
Nissan,2008,1st Ownership,Automatic,Diesel,4 cyl,189150, 5 Seats,12990
Kia,2015,1st Ownership,Automatic,Unleaded,4 cyl,178815, 5 Seats,12999
Toyota,2017,1st Ownership,Automatic,Diesel,4 cyl,198241, 5 Seats,39980
BMW,2010,1st Ownership,Automatic,Petrol,-,111015,,16990
Mazda,2016,1st Ownership,Automatic,Unleaded,4 cyl,92907, 5 Seats,23990
Toyota,2018,1st Ownership,Automatic,Unleaded,4 cyl,138552, 5 Seats,20888
Fiat,2013,1st Ownership,Automatic,Unleaded,4 cyl,188475, 5 Seats,8990
Jeep,2009,1st Ownership,Automatic,Unleaded,8 cyl,264060, 5 Seats,9990
Kia,2009,1st Ownership,Automatic,Unleaded,4 cyl,217103, 5 Seats,7450
Holden,2019,1st Ownership,Automatic,Diesel,4 cyl,122419, 5 Seats,39997
Mercedes-Benz,2006,1st Ownership,Automatic,Premium,8 cyl,265584, 4 Seats,12950
Nissan,2003,1st Ownership,Manual,Diesel,4 cyl,284253, 7 Seats,15990
Kia,2018,1st Ownership,Automatic,Unleaded,4 cyl,69835, 5 Seats,18499
Toyota,2010,1st Ownership,Manual,Unleaded,4 cyl,186416, 3 Seats,12999
Holden,2014,1st Ownership,Automatic,Premium,8 cyl,268802, 5 Seats,24990
Audi,2020,1st Ownership,Automatic,Diesel,8 cyl,47750, 5 Seats,164889
Kia,2019,1st Ownership,Automatic,Unleaded,4 cyl,49215, 5 Seats,29999
Alfa,2017,1st Ownership,Automatic,Premium,4 cyl,52820, 5 Seats,28999
Subaru,2017,1st Ownership,Automatic,Premium,4 cyl,59359, 5 Seats,31999
Mazda,2012,1st Ownership,Manual,Unleaded,4 cyl,122362, 5 Seats,11455
Kia,2017,1st Ownership,Automatic,Unleaded,4 cyl,74736, 5 Seats,21999
Holden,2012,1st Ownership,Manual,Unleaded,6 cyl,103373, 2 Seats,21992
Mazda,2018,1st Ownership,Automatic,Unleaded,4 cyl,87245, 5 Seats,29999
Honda,2015,1st Ownership,Automatic,Unleaded,4 cyl,98048, 5 Seats,23369
HSV,1996,1st Ownership,Automatic,Unleaded,8 cyl,196528, 3 Seats,39990
Toyota,2006,1st Ownership,Automatic,Diesel,6 cyl,429513, 8 Seats,37999
Hyundai,2018,1st Ownership,Automatic,Unleaded,4 cyl,55738, 5 Seats,28982
MG,2021,1st Ownership,Automatic,Unleaded,3 cyl,7759, 5 Seats,29999
Holden,2016,1st Ownership,Automatic,Diesel,4 cyl,159592, 7 Seats,26369
Jeep,2016,1st Ownership,Automatic,Premium,6 cyl,79287, 5 Seats,33990
Hyundai,2020,1st Ownership,Automatic,Unleaded,4 cyl,68835, 5 Seats,26990
Toyota,2022,1st Ownership,Automatic,Diesel,4 cyl,27001, 7 Seats,87999
Mitsubishi,2020,1st Ownership,Automatic,Unleaded,4 cyl,28495, 7 Seats,30990
Ford,2015,1st Ownership,Automatic,Premium,4 cyl,101344, 5 Seats,13999
Jeep,2007,1st Ownership,Automatic,Unleaded,6 cyl,164270, 4 Seats,16990
Holden,2013,1st Ownership,Automatic,Unleaded,4 cyl,161900, 5 Seats,13988
Nissan,2010,1st Ownership,Automatic,Unleaded,-,139702,,22992
Holden,2017,1st Ownership,Automatic,Diesel,4 cyl,81461, 5 Seats,34990
Mitsubishi,2017,1st Ownership,Manual,Unleaded,4 cyl,14950, 2 Seats,27999
Ford,2018,1st Ownership,Automatic,Diesel,4 cyl,81500, 5 Seats,30988
Toyota,2012,1st Ownership,Manual,Diesel,4 cyl,300200, 5 Seats,16990
Honda,2016,1st Ownership,Automatic,Unleaded,4 cyl,74781, 5 Seats,20990
Hyundai,2010,1st Ownership,Manual,Diesel,4 cyl,208901, 7 Seats,13999
Mitsubishi,2013,1st Ownership,Automatic,Diesel,4 cyl,222086, 7 Seats,25990
Toyota,2016,1st Ownership,Manual,Premium,4 cyl,66901, 4 Seats,26877
Nissan,2017,1st Ownership,Automatic,Diesel,-,53134,,43990
Ford,2013,1st Ownership,Automatic,Diesel,5 cyl,272300, 2 Seats,17990
Nissan,2019,1st Ownership,Manual,Diesel,4 cyl,109540, 5 Seats,39998
Mercedes-Benz,2013,1st Ownership,Automatic,Petrol,-,160191,,27999
GWM,2023,1st Ownership,Automatic,Premium,4 cyl,1, 5 Seats,34485
Hyundai,2011,1st Ownership,Automatic,Diesel,4 cyl,252120, 5 Seats,11990
Mercedes-Benz,2012,1st Ownership,Automatic,Premium,4 cyl,248527, 5 Seats,9985
Mitsubishi,2019,1st Ownership,Automatic,Unleaded,4 cyl,115918, 7 Seats,26990
Volvo,2004,1st Ownership,Automatic,Unleaded,5 cyl,132523, 5 Seats,9990
Toyota,2014,1st Ownership,Automatic,Diesel,4 cyl,133218, 5 Seats,43990
